Sample_Origin,PDCD1,CTLA4,LAG3,TIGIT,HAVCR2,TOX
PE,0.2054794520547945,0.06164383561643835,0.6712328767123288,0.4794520547945205,0.12557077625570776,0.15296803652968036
mBrain,0.45879120879120877,0.1565934065934066,1.2087912087912087,0.9642857142857143,0.6510989010989011,0.260989010989011
mLN,0.31910569105691056,0.258130081300813,1.4451219512195121,1.2642276422764227,0.5508130081300813,0.27235772357723576
nLN,0.26785714285714285,0.09523809523809523,0.5297619047619048,1.2202380952380953,0.25,0.19642857142857142
nLung,0.23163841807909605,0.03954802259887006,0.6045197740112994,0.24293785310734464,0.03954802259887006,0.14124293785310735
tL/B,0.29974811083123426,0.3022670025188917,0.6272040302267002,0.8413098236775819,0.2367758186397985,0.17632241813602015
tLung,0.1963677639046538,0.17196367763904655,0.5715096481271282,0.46311010215664017,0.21623155505107833,0.18955732122587968
